,geometry,Year,wetdry
1442,POINT (564874.9307189684 3478484.289216902),2021.0,dry
1443,POINT (564871.6526914012 3478488.064734783),2021.0,dry
1444,POINT (564868.374663834 3478491.840252664),2021.0,dry
1445,POINT (564865.0966362668 3478495.615770545),2021.0,dry
1446,POINT (564861.8186086996 3478499.391288426),2021.0,dry
1447,POINT (564857.7627209241 3478501.447175553),2021.0,dry
1448,POINT (564852.7628174399 3478501.416108717),2021.0,dry
1449,POINT (564685.9925466422 3478185.68761925),2021.0,dry
1450,POINT (564685.9615644556 3478190.6875232593),2021.0,dry
1451,POINT (564685.930582269 3478195.687427269),2021.0,dry
1452,POINT (564685.8996000824 3478200.6873312783),2021.0,dry
1453,POINT (564687.7827256281 3478204.9924523197),2021.0,dry
1454,POINT (564691.0136658142 3478208.8083435018),2021.0,dry
1455,POINT (564694.2446060003 3478212.624234684),2021.0,dry
1456,POINT (564694.5950285365 3478217.485694898),2021.0,dry
1457,POINT (564694.5640418075 3478222.485598879),2021.0,dry
1458,POINT (564694.5330550787 3478227.4855028605),2021.0,dry
1459,POINT (564694.5020683497 3478232.4854068416),2021.0,dry
1460,POINT (564694.4710816209 3478237.485310823),2021.0,dry
1466,POINT (564703.0036702439 3478264.3201142023),2021.0,dry
1467,POINT (564706.2345949161 3478268.1360185198),2021.0,dry
1468,POINT (564709.4655195883 3478271.9519228376),2021.0,dry
1469,POINT (564711.830822553 3478276.0820272774),2021.0,dry
1470,POINT (564711.7998269032 3478281.0819312036),2021.0,dry
1471,POINT (564711.7688312533 3478286.0818351293),2021.0,dry
1472,POINT (564711.7378356033 3478291.0817390555),2021.0,dry
1473,POINT (564711.7068399534 3478296.0816429816),2021.0,dry
1474,POINT (564711.6758443034 3478301.081546908),2021.0,dry
1475,POINT (564711.6448486536 3478306.0814508335),2021.0,dry
1476,POINT (564711.6138530037 3478311.0813547596),2021.0,dry
1477,POINT (564711.7626550859 3478316.015996999),2021.0,dry
1478,POINT (564714.9935565037 3478319.831921006),2021.0,dry
1479,POINT (564718.2244579215 3478323.6478450135),2021.0,dry
1480,POINT (564721.4553593392 3478327.4637690205),2021.0,dry
1481,POINT (564724.6862607569 3478331.279693028),2021.0,dry
1482,POINT (564727.9171621747 3478335.095617035),2021.0,dry
1483,POINT (564731.1480635925 3478338.9115410424),2021.0,dry
1484,POINT (564734.3789650103 3478342.7274650494),2021.0,dry
1485,POINT (564737.6098664281 3478346.543389057),2021.0,dry
1486,POINT (564740.8407678459 3478350.359313064),2021.0,dry
1487,POINT (564744.0716692636 3478354.1752370712),2021.0,dry
1488,POINT (564747.7275742211 3478357.081836182),2021.0,dry
1489,POINT (564752.7274780003 3478357.112855505),2021.0,dry
1490,POINT (564757.7273817796 3478357.1438748282),2021.0,dry
1491,POINT (564762.7272855588 3478357.174894151),2021.0,dry
1492,POINT (564767.7271893381 3478357.205913474),2021.0,dry
1493,POINT (564772.7270931173 3478357.236932797),2021.0,dry
1494,POINT (564776.0274787217 3478360.904162501),2021.0,dry
1495,POINT (564779.2583575884 3478364.7201056015),2021.0,dry
1496,POINT (564782.9438652466 3478367.563349222),2021.0,dry
1497,POINT (564787.9437689469 3478367.5943812714),2021.0,dry
1498,POINT (564792.0641978087 3478369.507082012),2021.0,dry
1499,POINT (564795.2950631378 3478373.3230365748),2021.0,dry
1500,POINT (564798.5259284669 3478377.1389911375),2021.0,dry
1501,POINT (564801.756793796 3478380.9549457002),2021.0,dry
1502,POINT (564804.9876591251 3478384.770900263),2021.0,dry
1503,POINT (564808.2185244542 3478388.586854826),2021.0,dry
1504,POINT (564811.4493897832 3478392.402809389),2021.0,dry
1505,POINT (564814.6802551124 3478396.2187639517),2021.0,dry
1506,POINT (564816.6519902041 3478400.4917344763),2021.0,dry
1507,POINT (564816.6209431154 3478405.491638083),2021.0,dry
1508,POINT (564817.6775647776 3478410.0967616467),2021.0,dry
1509,POINT (564820.9084178417 3478413.912726594),2021.0,dry
1510,POINT (564824.1392709058 3478417.728691541),2021.0,dry
1511,POINT (564825.3159829857 3478422.2902260916),2021.0,dry
1512,POINT (564825.2849315179 3478427.2901296713),2021.0,dry
1513,POINT (564827.1365596643 3478431.6066991324),2021.0,dry
1514,POINT (564830.3674056246 3478435.4226700943),2021.0,dry
1515,POINT (564833.5982515849 3478439.2386410558),2021.0,dry
1516,POINT (564833.9799383605 3478444.0887364685),2021.0,dry
1517,POINT (564833.9488825137 3478449.088640021),2021.0,dry
1518,POINT (564836.5955226069 3478453.11665586),2021.0,dry
1519,POINT (564839.8263614622 3478456.932632837),2021.0,dry
1520,POINT (564842.6749165468 3478460.8873620834),2021.0,dry
1521,POINT (564842.6438562799 3478465.8872656086),2021.0,dry
1522,POINT (564842.6127960129 3478470.8871691334),2021.0,dry
1523,POINT (564842.5817357459 3478475.8870726586),2021.0,dry
1524,POINT (564842.5900439279 3478480.8726872136),2021.0,dry
1525,POINT (564845.8208737356 3478484.688671851),2021.0,dry
1526,POINT (564849.0517035432 3478488.5046564885),2021.0,dry
1616,POINT (564672.1118659345 3478182.1419102387),2021.0,dry
1617,POINT (564677.1117699706 3478182.1728881286),2021.0,dry
1618,POINT (564682.1116740067 3478182.203866019),2021.0,dry
1712,POINT (564873.3812698014 3478465.6954425913),2021.0,dry
1713,POINT (564870.1032461087 3478469.470963836),2021.0,dry
1714,POINT (564866.8252224162 3478473.246485081),2021.0,dry
1715,POINT (564863.5471987235 3478477.022006326),2021.0,dry
1716,POINT (564860.2691750309 3478480.7975275707),2021.0,dry
1717,POINT (564855.3324091554 3478480.906040249),2021.0,dry
1718,POINT (564851.3436918119 3478481.8988037794),2021.0,dry
1719,POINT (564851.3126272068 3478486.8987072776),2021.0,dry
1720,POINT (564547.1889256086 3477863.970344728),2021.0,dry
1721,POINT (564547.1580133899 3477868.9702491704),2021.0,dry
1722,POINT (564547.1271011711 3477873.970153613),2021.0,dry
1723,POINT (564547.0961889523 3477878.9700580556),2021.0,dry
1724,POINT (564547.2147386841 3477883.9157071286),2021.0,dry
1725,POINT (564550.4457905726 3477887.731503729),2021.0,dry
1726,POINT (564553.6768424609 3477891.547300329),2021.0,dry
1727,POINT (564555.792122223 3477895.76812673),2021.0,dry
1728,POINT (564555.7612055038 3477900.7680311445),2021.0,dry
1729,POINT (564555.7302887846 3477905.767935559),2021.0,dry
1730,POINT (564555.6993720655 3477910.767839974),2021.0,dry
1731,POINT (564555.6684553464 3477915.767744389),2021.0,dry
1732,POINT (564555.6375386271 3477920.7676488035),2021.0,dry
1733,POINT (564556.2080332702 3477925.549239438),2021.0,dry
1734,POINT (564559.4390741701 3477929.365045343),2021.0,dry
1735,POINT (564562.67011507 3477933.180851248),2021.0,dry
1736,POINT (564564.3334214712 3477937.5657477784),2021.0,dry
1737,POINT (564564.3025002925 3477942.5656521656),2021.0,dry
1738,POINT (564565.6678576198 3477947.0587062514),2021.0,dry
1739,POINT (564568.8988914178 3477950.8745181696),2021.0,dry
1740,POINT (564572.1299252156 3477954.690330088),2021.0,dry
1741,POINT (564572.9983500502 3477959.3637699266),2021.0,dry
1742,POINT (564572.9674244935 3477964.3636742868),2021.0,dry
1743,POINT (564575.1276483006 3477968.5681937705),2021.0,dry
1744,POINT (564578.3586724158 3477972.3840138875),2021.0,dry
1745,POINT (564581.5896965312 3477976.199834005),2021.0,dry
1746,POINT (564584.8207206465 3477980.015654122),2021.0,dry
1747,POINT (564588.0517447619 3477983.831474239),2021.0,dry
1748,POINT (564590.4208978311 3477987.960151778),2021.0,dry
1749,POINT (564590.3899636003 3477992.9600560847),2021.0,dry
1750,POINT (564591.0494443021 3477997.709342442),2021.0,dry
1751,POINT (564594.2804561552 3478001.5251729423),2021.0,dry
1752,POINT (564597.5114680082 3478005.341003442),2021.0,dry
1753,POINT (564600.7424798612 3478009.1568339425),2021.0,dry
1754,POINT (564603.9734917143 3478012.9726644424),2021.0,dry
1755,POINT (564607.2045035674 3478016.7884949422),2021.0,dry
1756,POINT (564607.812405469 3478021.5565016298),2021.0,dry
1757,POINT (564607.7814625639 3478026.5564058824),2021.0,dry
1758,POINT (564610.2021685268 3478030.66637701),2021.0,dry
1759,POINT (564613.4331706977 3478034.482215708),2021.0,dry
1760,POINT (564616.508116328 3478038.3547018724),2021.0,dry
1761,POINT (564616.477169045 3478043.354606098),2021.0,dry
1762,POINT (564616.4462217619 3478048.3545103236),2021.0,dry
1763,POINT (564619.6618118868 3478052.175950636),2021.0,dry
1764,POINT (564622.8927992152 3478055.991801902),2021.0,dry
1765,POINT (564626.1237865434 3478059.807653168),2021.0,dry
1766,POINT (564629.3547738716 3478063.6235044342),2021.0,dry
1767,POINT (564632.5857611998 3478067.4393557003),2021.0,dry
1768,POINT (564635.8167485282 3478071.2552069663),2021.0,dry
1769,POINT (564639.0477358564 3478075.0710582323),2021.0,dry
1770,POINT (564642.2787231846 3478078.8869094984),2021.0,dry
1771,POINT (564645.5097105128 3478082.7027607644),2021.0,dry
1772,POINT (564648.740697841 3478086.5186120304),2021.0,dry
1773,POINT (564651.3835669474 3478090.5479437783),2021.0,dry
1774,POINT (564651.3526023971 3478095.5478478973),2021.0,dry
1775,POINT (564651.7382993748 3478100.396509356),2021.0,dry
1776,POINT (564654.9692718608 3478104.212373189),2021.0,dry
1777,POINT (564658.2002443466 3478108.0282370225),2021.0,dry
1778,POINT (564660.0481787066 3478112.3461248386),2021.0,dry
1779,POINT (564660.017209778 3478117.34602893),2021.0,dry
1780,POINT (564661.197820844 3478121.906147743),2021.0,dry
1781,POINT (564664.4287836469 3478125.7220197753),2021.0,dry
1782,POINT (564667.6597464498 3478129.5378918075),2021.0,dry
1783,POINT (564670.8907092526 3478133.3537638397),2021.0,dry
1784,POINT (564674.1216720555 3478137.169635872),2021.0,dry
1785,POINT (564677.3526348582 3478140.985507904),2021.0,dry
1786,POINT (564677.4392452548 3478145.9427293567),2021.0,dry
1787,POINT (564677.4082675695 3478150.942633394),2021.0,dry
1788,POINT (564677.3772898841 3478155.942537431),2021.0,dry
1789,POINT (564677.3463121989 3478160.9424414686),2021.0,dry
1790,POINT (564677.3153345136 3478165.942345506),2021.0,dry
1791,POINT (564677.2843568282 3478170.9422495435),2021.0,dry
1792,POINT (564679.8833554328 3478174.987519722),2021.0,dry
1793,POINT (564683.1143046655 3478178.8034032444),2021.0,dry
1839,POINT (564485.9384349446 3477791.1148736584),2021.0,dry
1840,POINT (564489.2164124388 3477787.3393123033),2021.0,dry
1841,POINT (564492.4943899331 3477783.563750948),2021.0,dry
1842,POINT (564496.228581922 3477780.7966866926),2021.0,dry
1843,POINT (564501.2284864993 3477780.827577105),2021.0,dry
1844,POINT (564506.2283910767 3477780.858467517),2021.0,dry
1845,POINT (564511.228295654 3477780.8893579287),2021.0,dry
1846,POINT (564512.4799651926 3477784.622449889),2021.0,dry
1847,POINT (564512.4490704845 3477789.62235444),2021.0,dry
1848,POINT (564512.4181757764 3477794.6222589905),2021.0,dry
1849,POINT (564512.3872810683 3477799.622163541),2021.0,dry
1850,POINT (564514.4438421498 3477803.864299192),2021.0,dry
1851,POINT (564517.6749224468 3477807.680071737),2021.0,dry
1852,POINT (564520.9060027439 3477811.4958442817),2021.0,dry
1853,POINT (564521.0833395583 3477816.4201570237),2021.0,dry
1854,POINT (564521.0524404318 3477821.420061547),2021.0,dry
1855,POINT (564523.9038262718 3477825.373670109),2021.0,dry
1856,POINT (564527.1348994666 3477829.1894486677),2021.0,dry
1857,POINT (564529.7793693898 3477833.2181693204),2021.0,dry
1858,POINT (564529.7484658855 3477838.218073817),2021.0,dry
1859,POINT (564530.1327120378 3477843.0672759702),2021.0,dry
1860,POINT (564533.3637755509 3477846.8830627273),2021.0,dry
1861,POINT (564536.5948390639 3477850.6988494843),2021.0,dry
1862,POINT (564539.8259025769 3477854.514636241),2021.0,dry
1863,POINT (564543.05696609 3477858.330422998),2021.0,dry
1864,POINT (564546.2880296031 3477862.146209755),2021.0,dry
1930,POINT (564556.8687906709 3477841.8824081416),2021.0,dry
1931,POINT (564553.5907892417 3477845.6579487165),2021.0,dry
1932,POINT (564550.3127878126 3477849.433489291),2021.0,dry
1933,POINT (564547.2549446216 3477853.2920438405),2021.0,dry
1934,POINT (564547.2240325254 3477858.2919482836),2021.0,dry
1997,POINT (564426.1946964391 3477625.565564694),2021.0,dry
1998,POINT (564429.472687915 3477621.7900154777),2021.0,dry
1999,POINT (564432.7506793909 3477618.0144662615),2021.0,dry
2000,POINT (564436.9260218528 3477616.222572559),2021.0,dry
2001,POINT (564441.9259266333 3477616.253430059),2021.0,dry
2002,POINT (564445.5795099767 3477619.165194048),2021.0,dry
2003,POINT (564448.8106509726 3477622.980915194),2021.0,dry
2004,POINT (564451.8546436607 3477626.864575524),2021.0,dry
2005,POINT (564451.8237796762 3477631.8644802645),2021.0,dry
2006,POINT (564451.7929156916 3477636.864385005),2021.0,dry
2007,POINT (564451.7620517071 3477641.864289745),2021.0,dry
2008,POINT (564451.7311877225 3477646.864194486),2021.0,dry
2009,POINT (564454.8065661141 3477650.7364652427),2021.0,dry
2010,POINT (564458.0376980662 3477654.552194047),2021.0,dry
2011,POINT (564460.4583458636 3477658.662145937),2021.0,dry
2012,POINT (564460.4274774609 3477663.6620506505),2021.0,dry
2013,POINT (564461.0356405806 3477668.429973924),2021.0,dry
2014,POINT (564464.2667654308 3477672.245708742),2021.0,dry
2015,POINT (564467.497890281 3477676.0614435603),2021.0,dry
2016,POINT (564469.123738555 3477680.459925629),2021.0,dry
2017,POINT (564469.0928657751 3477685.4598303153),2021.0,dry
2018,POINT (564470.495815065 3477689.939230649),2021.0,dry
2019,POINT (564473.7269328145 3477693.7549714795),2021.0,dry
2020,POINT (564476.9580505639 3477697.5707123107),2021.0,dry
2021,POINT (564477.789093853 3477702.2577240793),2021.0,dry
2022,POINT (564477.7582166955 3477707.2576287384),2021.0,dry
2023,POINT (564479.9559576192 3477711.44850661),2021.0,dry
2024,POINT (564483.1870682663 3477715.264253455),2021.0,dry
2025,POINT (564486.4181789134 3477719.0800003004),2021.0,dry
2026,POINT (564486.454411712 3477724.055541291),2021.0,dry
2027,POINT (564486.4235301364 3477729.0554459225),2021.0,dry
2028,POINT (564486.3926485608 3477734.0553505546),2021.0,dry
2029,POINT (564486.3617669852 3477739.0552551867),2021.0,dry
2030,POINT (564489.1828519086 3477743.019852059),2021.0,dry
2031,POINT (564492.4139535115 3477746.835606563),2021.0,dry
2032,POINT (564495.0888062934 3477750.8532876763),2021.0,dry
2033,POINT (564495.0579202996 3477755.853192281),2021.0,dry
2034,POINT (564495.4118301737 3477760.7134108045),2021.0,dry
2035,POINT (564498.642922095 3477764.5291735064),2021.0,dry
2036,POINT (564501.8740140164 3477768.3449362083),2021.0,dry
2037,POINT (564505.1051059376 3477772.16069891),2021.0,dry
2038,POINT (564508.3361978589 3477775.9764616117),2021.0,dry
2039,POINT (564511.5672897801 3477779.7922243136),2021.0,dry
2194,POINT (564400.2526588701 3477432.6120948223),2021.0,dry
2195,POINT (564400.2218217598 3477437.6119997287),2021.0,dry
2196,POINT (564400.9000435742 3477442.354492451),2021.0,dry
2197,POINT (564404.1312336741 3477446.1701720157),2021.0,dry
2198,POINT (564407.3624237742 3477449.98585158),2021.0,dry
2199,POINT (564408.9183779994 3477454.4096971224),2021.0,dry
2200,POINT (564408.8875363491 3477459.409602001),2021.0,dry
2201,POINT (564408.8566946989 3477464.409506879),2021.0,dry
2202,POINT (564408.8258530486 3477469.4094117573),2021.0,dry
2203,POINT (564408.7950113983 3477474.4093166357),2021.0,dry
2204,POINT (564408.7641697479 3477479.409221514),2021.0,dry
2205,POINT (564408.7333280976 3477484.4091263926),2021.0,dry
2206,POINT (564408.7024864474 3477489.409031271),2021.0,dry
2207,POINT (564408.6716447971 3477494.408936149),2021.0,dry
2208,POINT (564408.6408031468 3477499.4088410274),2021.0,dry
2209,POINT (564409.4279406513 3477504.1117942478),2021.0,dry
2210,POINT (564412.6591158803 3477507.9274864052),2021.0,dry
2211,POINT (564415.8902911092 3477511.7431785627),2021.0,dry
2212,POINT (564417.3372915757 3477516.206580229),2021.0,dry
2213,POINT (564417.3064452221 3477521.2064850787),2021.0,dry
2214,POINT (564417.2755988686 3477526.206389928),2021.0,dry
2215,POINT (564417.244752515 3477531.2062947773),2021.0,dry
2216,POINT (564417.2139061615 3477536.2061996264),2021.0,dry
2217,POINT (564417.1830598079 3477541.206104476),2021.0,dry
2218,POINT (564417.1522134544 3477546.206009325),2021.0,dry
2219,POINT (564417.1213671009 3477551.2059141747),2021.0,dry
2220,POINT (564417.0905207472 3477556.205819024),2021.0,dry
2221,POINT (564417.0596743937 3477561.2057238733),2021.0,dry
2222,POINT (564417.9557449042 3477565.8691318547),2021.0,dry
2223,POINT (564421.1869052616 3477569.684836605),2021.0,dry
2224,POINT (564424.4180656191 3477573.500541356),2021.0,dry
2225,POINT (564425.7560949753 3477578.0035048844),2021.0,dry
2226,POINT (564425.7252440816 3477583.0034097056),2021.0,dry
2227,POINT (564427.4160697708 3477587.3783002463),2021.0,dry
2228,POINT (564430.647223027 3477591.19401101),2021.0,dry
2229,POINT (564433.8783762832 3477595.009721774),2021.0,dry
2230,POINT (564434.4216315302 3477599.801209502),2021.0,dry
2231,POINT (564434.3907762592 3477604.8011142965),2021.0,dry
2232,POINT (564436.8763627062 3477608.8874878753),2021.0,dry
2233,POINT (564440.1075088612 3477612.7032046523),2021.0,dry
2285,POINT (564391.5776600594 3477412.313247668),2021.0,dry
2286,POINT (564391.5468273261 3477417.3131526015),2021.0,dry
2287,POINT (564392.4081389678 3477421.9891778072),2021.0,dry
2288,POINT (564395.639336169 3477425.8048513583),2021.0,dry
2289,POINT (564398.8705333702 3477429.6205249093),2021.0,dry
2310,POINT (564424.4085162015 3477413.6398191014),2021.0,dry
2311,POINT (564421.130489438 3477417.4153376804),2021.0,dry
2312,POINT (564417.8524626745 3477421.190856259),2021.0,dry
2313,POINT (564414.5744359109 3477424.9663748373),2021.0,dry
2314,POINT (564411.2964091474 3477428.7418934163),2021.0,dry
2315,POINT (564407.4708096522 3477431.306955995),2021.0,dry
2316,POINT (564402.4709047587 3477431.276116819),2021.0,dry
2317,POINT (564356.9403381114 3477320.892595116),2021.0,dry
2318,POINT (564356.9095229257 3477325.8925001575),2021.0,dry
2319,POINT (564356.8787077402 3477330.892405199),2021.0,dry
2320,POINT (564356.8478925547 3477335.8923102403),2021.0,dry
2321,POINT (564358.2944212772 3477340.355878423),2021.0,dry
2322,POINT (564361.5256468805 3477344.171527922),2021.0,dry
2323,POINT (564364.7568724838 3477347.9871774213),2021.0,dry
2324,POINT (564365.5446076143 3477352.689913667),2021.0,dry
2325,POINT (564365.5137880113 3477357.689818681),2021.0,dry
2326,POINT (564367.7550042532 3477361.8648843677),2021.0,dry
2327,POINT (564370.9862227563 3477365.6805398795),2021.0,dry
2328,POINT (564374.2174412593 3477369.4961953913),2021.0,dry
2329,POINT (564374.210470035 3477374.487440892),2021.0,dry
2330,POINT (564374.1796460552 3477379.4873458794),2021.0,dry
2331,POINT (564377.2155553019 3477383.373909548),2021.0,dry
2332,POINT (564380.4467667048 3477387.1895710723),2021.0,dry
2333,POINT (564382.9071234218 3477391.2850819146),2021.0,dry
2334,POINT (564382.8762950652 3477396.284986875),2021.0,dry
2335,POINT (564383.4448701203 3477401.067286426),2021.0,dry
2336,POINT (564386.6760744218 3477404.882953964),2021.0,dry
2337,POINT (564389.9072787234 3477408.6986215026),2021.0,dry
2342,POINT (564370.0278438258 3477313.238371582),2021.0,dry
2343,POINT (564366.749820655 3477317.0138932797),2021.0,dry
2344,POINT (564362.2711782899 3477318.1353632305),2021.0,dry
2345,POINT (564357.2712732608 3477318.104546019),2021.0,dry
2633,POINT (563121.9125226762 3477181.616923246),2021.0,dry
2634,POINT (563125.1901156071 3477177.841028044),2021.0,dry
2635,POINT (563129.8833761254 3477177.1935968995),2021.0,dry
2636,POINT (563134.7766463308 3477176.988163488),2021.0,dry
2637,POINT (563138.0542499168 3477173.2122775344),2021.0,dry
2638,POINT (563141.3318535027 3477169.436391581),2021.0,dry
2639,POINT (563144.6094570886 3477165.6605056277),2021.0,dry
2640,POINT (563147.8870606746 3477161.884619674),2021.0,wet
2641,POINT (563151.1646642606 3477158.1087337206),2021.0,wet
2642,POINT (563155.5690775497 3477156.8229864445),2021.0,wet
2643,POINT (563160.5689861107 3477156.853225181),2021.0,wet
2644,POINT (563164.0288159454 3477153.4800285385),2021.0,wet
2645,POINT (563167.3064301867 3477149.7041518344),2021.0,dry
2646,POINT (563170.9119082973 3477146.6528263837),2021.0,dry
2647,POINT (563175.9118168079 3477146.683073467),2021.0,dry
2648,POINT (563180.1705920423 3477145.0754743577),2021.0,dry
2649,POINT (563183.4482144477 3477141.2996047405),2021.0,dry
2650,POINT (563186.7258368533 3477137.523735123),2021.0,dry
2651,POINT (563191.2546675092 3477136.51294338),2021.0,dry
2652,POINT (563196.2545759693 3477136.543198811),2021.0,dry
2688,POINT (563196.3420031096 3477149.829456834),2021.0,dry
2689,POINT (563196.372261247 3477144.8295483906),2021.0,dry
2690,POINT (563196.4025193844 3477139.829639947),2021.0,dry
2764,POINT (564143.1678632835 3477101.264550482),2021.0,dry
2765,POINT (564147.7840409654 3477102.11646422),2021.0,dry
2766,POINT (564151.0153858338 3477105.9320127177),2021.0,dry
2767,POINT (564154.2467307022 3477109.747561216),2021.0,dry
2768,POINT (564157.4780755705 3477113.563109714),2021.0,dry
2769,POINT (564160.709420439 3477117.3786582123),2021.0,dry
2770,POINT (564163.9407653074 3477121.1942067104),2021.0,dry
2771,POINT (564164.5321884662 3477125.9682306973),2021.0,dry
2772,POINT (564164.5014675664 3477130.9681363194),2021.0,dry
2773,POINT (564166.9392126033 3477135.071821329),2021.0,dry
2774,POINT (564170.170545215 3477138.8873802074),2021.0,dry
2775,POINT (564173.4018778267 3477142.7029390857),2021.0,dry
2776,POINT (564176.6332104383 3477146.518497964),2021.0,dry
2777,POINT (564179.86454305 3477150.3340568417),2021.0,dry
2778,POINT (564181.9573012699 3477154.5629943553),2021.0,dry
2779,POINT (564181.9265716992 3477159.5628999234),2021.0,dry
2780,POINT (564182.8629653368 3477164.211677229),2021.0,dry
2781,POINT (564186.0942831123 3477168.0272486713),2021.0,dry
2782,POINT (564189.3256008879 3477171.842820114),2021.0,dry
2783,POINT (564192.5569186633 3477175.6583915567),2021.0,dry
2784,POINT (564195.7882364389 3477179.473962999),2021.0,dry
2785,POINT (564199.0195542144 3477183.2895344417),2021.0,dry
2786,POINT (564202.25087199 3477187.1051058844),2021.0,dry
2787,POINT (564205.4821897655 3477190.920677327),2021.0,dry
2788,POINT (564209.0406241061 3477194.0362109966),2021.0,dry
2789,POINT (564214.0405295562 3477194.066959813),2021.0,dry
2790,POINT (564219.0404350064 3477194.0977086285),2021.0,dry
2791,POINT (564224.0403404565 3477194.1284574447),2021.0,dry
2792,POINT (564229.0402459067 3477194.159206261),2021.0,dry
2793,POINT (564234.0401513568 3477194.1899550767),2021.0,dry
2794,POINT (564237.4397570956 3477197.6453626384),2021.0,dry
2795,POINT (564240.6710549096 3477201.460950986),2021.0,dry
2796,POINT (564244.2578402669 3477204.515795493),2021.0,dry
2797,POINT (564249.2577456129 3477204.5465612444),2021.0,dry
2798,POINT (564254.2576509588 3477204.5773269963),2021.0,dry
2799,POINT (564259.2575563048 3477204.6080927476),2021.0,dry
2800,POINT (564264.2574616508 3477204.6388584995),2021.0,dry
2801,POINT (564269.2573669967 3477204.669624251),2021.0,dry
2802,POINT (564272.6285831301 3477208.1857695696),2021.0,dry
2803,POINT (564275.8598661398 3477212.001370454),2021.0,dry
2804,POINT (564279.4750175361 3477214.995499334),2021.0,dry
2805,POINT (564284.4749228037 3477215.026277807),2021.0,dry
2806,POINT (564288.6665474905 3477216.786750801),2021.0,dry
2807,POINT (564291.8978092322 3477220.6023696964),2021.0,dry
2808,POINT (564295.1290709741 3477224.417988592),2021.0,dry
2809,POINT (564298.3603327158 3477228.2336074873),2021.0,dry
2810,POINT (564301.5915944575 3477232.049226383),2021.0,dry
2811,POINT (564304.8228561993 3477235.8648452787),2021.0,dry
2812,POINT (564308.0541179411 3477239.680464174),2021.0,dry
2813,POINT (564311.2853796829 3477243.4960830696),2021.0,dry
2814,POINT (564314.5166414246 3477247.3117019655),2021.0,dry
2815,POINT (564317.7479031665 3477251.127320861),2021.0,dry
2816,POINT (564320.9791649082 3477254.9429397564),2021.0,dry
2817,POINT (564324.21042665 3477258.758558652),2021.0,dry
2818,POINT (564327.4416883917 3477262.5741775474),2021.0,dry
2819,POINT (564330.6729501336 3477266.3897964433),2021.0,dry
2820,POINT (564333.9042118753 3477270.2054153387),2021.0,dry
2821,POINT (564337.135473617 3477274.021034234),2021.0,dry
2822,POINT (564339.60338015 3477278.1137874518),2021.0,dry
2823,POINT (564339.5725737584 3477283.113692547),2021.0,dry
2824,POINT (564340.1336690136 3477287.898710891),2021.0,dry
2825,POINT (564343.3649107601 3477291.7143467194),2021.0,dry
2826,POINT (564346.5961525064 3477295.529982548),2021.0,dry
2827,POINT (564348.2693628372 3477299.911252643),2021.0,dry
2828,POINT (564348.2385520691 3477304.911157712),2021.0,dry
2829,POINT (564349.5943203002 3477309.407674779),2021.0,dry
2830,POINT (564352.8255549466 3477313.2233166206),2021.0,dry
2831,POINT (564356.0567895931 3477317.0389584615),2021.0,dry
2921,POINT (564420.6286039654 3477387.424333112),2021.0,dry
2922,POINT (564417.3505792763 3477391.199853492),2021.0,dry
2923,POINT (564414.0725545874 3477394.9753738716),2021.0,dry
2924,POINT (564410.7945298984 3477398.7508942517),2021.0,dry
2925,POINT (564407.5165052095 3477402.5264146314),2021.0,dry
2926,POINT (564404.2384805206 3477406.301935011),2021.0,dry
2927,POINT (564400.9604558316 3477410.077455391),2021.0,dry
2928,POINT (564396.2614751634 3477410.7118379315),2021.0,dry
2929,POINT (564103.8600843347 3477008.903963282),2021.0,dry
2930,POINT (564107.0914653359 3477012.719481179),2021.0,dry
2931,POINT (564110.3228463372 3477016.5349990767),2021.0,dry
2932,POINT (564112.3754007111 3477020.778522961),2021.0,dry
2933,POINT (564112.3447059039 3477025.7784287427),2021.0,dry
2934,POINT (564113.3213892312 3477030.4125791555),2021.0,dry
2935,POINT (564116.5527605548 3477034.228105249),2021.0,dry
2936,POINT (564119.7841318784 3477038.0436313422),2021.0,dry
2937,POINT (564123.015503202 3477041.8591574356),2021.0,dry
2938,POINT (564126.2468745256 3477045.674683529),2021.0,dry
2939,POINT (564129.4782458491 3477049.490209623),2021.0,dry
2940,POINT (564129.7701353327 3477054.3729897314),2021.0,dry
2941,POINT (564129.7394318553 3477059.37289546),2021.0,dry
2942,POINT (564132.4767560797 3477063.3678019536),2021.0,dry
2943,POINT (564135.7081177254 3477067.1833362435),2021.0,dry
2944,POINT (564138.4674596908 3477071.1702484293),2021.0,dry
2945,POINT (564138.4367517967 3477076.170154131),2021.0,dry
2946,POINT (564138.4060439027 3477081.1700598323),2021.0,dry
2947,POINT (564138.3753360088 3477086.169965534),2021.0,dry
2948,POINT (564138.4737554691 3477091.1229886725),2021.0,dry
2949,POINT (564141.7051080735 3477094.938530619),2021.0,dry
2950,POINT (564144.9364606781 3477098.754072565),2021.0,dry
2951,POINT (563197.5228224883 3477135.2765190816),2021.0,dry
2952,POINT (563200.8004530573 3477131.5006565508),2021.0,dry
2953,POINT (563204.0780836261 3477127.7247940195),2021.0,dry
2954,POINT (563208.4440164481 3477126.3540114006),2021.0,dry
2955,POINT (563213.4439248577 3477126.3842751784),2021.0,dry
2956,POINT (563216.9422752791 3477123.0961801647),2021.0,dry
2957,POINT (563220.2199140122 3477119.320324721),2021.0,dry
