,Q [mm/d],P [mm]
2014-07-24,0.0011028194637799657,0.0
2014-07-25,0.0011028194637799657,0.0
2014-07-26,0.0010226144118686954,0.762
2014-07-27,0.0015238959863141345,8.360833333333334
2014-07-28,0.0012431783046246887,0.0
2014-07-29,0.0010025631488908779,0.0
2014-07-30,0.0010827682008021481,0.0
2014-07-31,0.0012231270416468711,0.0
2014-08-01,0.0019449725088483032,8.2042
2014-08-02,0.0038899450176966065,0.42333333333333334
2014-08-03,0.01010583654082005,0.0
2014-08-04,0.008902760762150996,0.0
2014-08-05,0.007278608460947774,0.0
2014-08-06,0.006476557941835072,2.0065999999999997
2014-08-07,0.006416404152901619,0.0
2014-08-08,0.006135686471212173,0.0
2014-08-09,0.005854968789522727,20.701
2014-08-10,0.005453943529966376,10.329333333333333
2014-08-11,0.005072969533387843,2.286
2014-08-12,0.004712046799787126,16.129
2014-08-13,0.003950098806630059,0.0
2014-08-14,0.003488919758140255,0.0
2014-08-15,0.003328509654317715,0.0
2014-08-16,0.0029675869207169987,2.286
2014-08-17,0.0026267154500941004,0.66675
2014-08-18,0.006356250363968166,12.615333333333334
2014-08-19,0.013213782302381771,1.919111111111111
2014-08-20,0.007118198357125233,0.0
2014-08-21,0.005935173841433997,2.3706666666666667
2014-08-22,0.004832354377654032,0.4656666666666667
2014-08-23,0.004210765225341687,0.0
2014-08-24,0.0036894323879184308,0.0
2014-08-25,0.0036493298619627956,0.0
2014-08-26,0.006095583945256538,10.0076
2014-08-27,0.006777326886502335,0.0
2014-08-28,0.005594302370811099,0.0
2014-08-29,0.004872456903609667,0.0
2014-08-30,0.0038899450176966065,0.0
2014-08-31,0.003769637439829701,0.0
2014-09-01,0.0038498424917409713,0.0
2014-09-02,0.0036493298619627956,0.0
2014-09-03,0.003769637439829701,0.0
2014-09-04,0.0033084583913398974,3.2596666666666665
2014-09-05,0.003047791972628269,0.0
2014-09-06,0.011589630001178549,15.24
2014-09-07,0.014597319447851182,0.0
2014-09-08,0.01568008764865333,19.896666666666665
2014-09-09,0.007418967301792497,0.0
2014-09-10,0.008421530450683374,0.0
2014-09-11,0.007980402665171388,0.0
2014-09-12,0.008261120346860834,0.0
2014-09-13,0.007479121090725949,0.0
2014-09-14,0.0065768142567241596,0.0
2014-09-15,0.005995327630367451,0.0
2014-09-16,0.005895071315478362,6.307666666666666
2014-09-17,0.01920910993274922,15.512142857142859
2014-09-18,0.10326400433576043,0.8206153846153845
2014-09-19,0.051531745852991126,0.0
2014-09-20,0.03990201332585694,2.7093333333333334
2014-09-21,0.03809739965785336,18.753666666666664
2014-09-22,0.03228253339428627,0.381
2014-09-23,0.027871255539166407,0.0
2014-09-24,0.020652800867152085,0.0
2014-09-25,0.01658239448265512,0.0
2014-09-26,0.013935627769583203,0.0
2014-09-27,0.012110962838601805,0.0
2014-09-28,0.010446708011442948,0.0
2014-09-29,0.008942863288106631,0.0
2014-09-30,0.007860095087304482,0.0
2014-10-01,0.007198403409036503,0.0
2014-10-02,0.006677070571613247,0.0
2014-10-03,0.006276045312056896,0.0
2014-10-04,0.005955225104411815,0.0
2014-10-05,0.006175788997167808,0.0
2014-10-06,0.006015378893345268,0.0
2014-10-07,0.005674507422722369,2.8302857142857145
2014-10-08,0.006095583945256538,5.820833333333333
2014-10-09,0.006296096575034714,0.0
2014-10-10,0.005875020052500545,0.0
2014-10-11,0.005654456159744551,0.0
2014-10-12,0.005273482163166018,0.0
2014-10-13,0.005293533426143836,0.0
2014-10-14,0.005052918270410025,0.0
2014-10-15,0.004852405640631849,0.0
2014-10-16,0.004631841747875856,0.0
2014-10-17,0.004451380381075498,0.0
2014-10-18,0.004170662699386052,0.0
2014-10-19,0.003970150069607876,0.0
2014-10-20,0.003769637439829701,0.0
2014-10-21,0.0034688684951624375,0.0
2014-10-22,0.0032683558653842618,0.0
2014-10-23,0.003087894498583904,0.0
2014-10-24,0.0029274843947613635,0.0
2014-10-25,0.0027670742909388225,0.0
2014-10-26,0.0027069205020053702,0.0
2014-10-27,0.002646766713071918,0.0
2014-10-28,0.0025866129241384653,0.0
2014-10-29,0.002506407872227195,0.0
2014-10-30,0.002406151557338107,0.0
2014-10-31,0.002325946505426837,0.0
2014-11-01,0.002245741453515567,0.0
2014-11-02,0.0022657927164933837,0.381
2014-11-03,0.0022056389275599314,0.0
2014-11-04,0.0021053826126708436,0.0
2014-11-05,0.002045228823737391,0.0
2014-11-06,0.0019650237718261206,0.0
2014-11-07,0.0019249212458704857,0.0
2014-11-08,0.0018848187199148505,0.0
2014-11-09,0.001864767456937033,0.0
2014-11-10,0.0018046136680035802,0.0
2014-11-11,0.001764511142047945,0.0
2014-11-12,0.001764511142047945,0.0
2014-11-13,0.00172440861609231,0.0
2014-11-14,0.0016642548271588575,0.0
2014-11-15,0.0016442035641810399,0.0
2014-11-16,0.0016442035641810399,0.0
2014-11-17,0.0016241523012032225,0.0
2014-11-18,0.0015840497752475872,0.0
2014-11-19,0.0015639985122697696,0.0
2014-11-20,0.001543947249291952,0.0
2014-11-21,0.0014637421973806818,0.0
2014-11-22,0.0014236396714250466,0.0
2014-11-23,0.0014236396714250466,0.0
2014-11-24,0.0014236396714250466,0.0
2014-11-25,0.001403588408447229,0.0
2014-11-26,0.0013434346195137763,0.0
2014-11-27,0.0013033320935581414,0.0
2014-11-28,0.0012832808305803238,0.0
2014-11-29,0.0012632295676025063,0.0
2014-11-30,0.0012431783046246887,0.0
2014-12-01,0.0012431783046246887,0.0
2014-12-02,0.0012431783046246887,0.0
2014-12-03,0.0012231270416468711,0.0
2014-12-04,0.0013033320935581414,2.307166666666667
2014-12-05,0.0012030757786690536,0.0
2014-12-06,0.0011629732527134184,1.3123333333333334
2014-12-07,0.0011629732527134184,0.0
2014-12-08,0.0011429219897356009,0.0
2014-12-09,0.0011429219897356009,0.0
2014-12-10,0.0011228707267577835,0.0
2014-12-11,0.0011028194637799657,0.0
2014-12-12,0.0010627169378243306,0.0
2014-12-13,0.0011028194637799657,0.762
2014-12-14,0.001042665674846513,0.0
2014-12-15,0.0010025631488908779,0.0
2014-12-16,0.0009825118859130603,0.0
2014-12-17,0.0010627169378243306,0.42333333333333334
2014-12-18,0.0010226144118686954,0.5926666666666667
2014-12-19,0.0009825118859130603,0.0
2014-12-20,0.0009624606229352428,0.0
2014-12-21,0.0009424093599574253,0.0
2014-12-22,0.0009424093599574253,0.0
2014-12-23,0.0009223580969796077,0.0
2014-12-24,0.0009223580969796077,0.0
2014-12-25,0.0009424093599574253,0.254
2014-12-26,0.0009825118859130603,0.0
2014-12-27,0.0009424093599574253,0.0
2014-12-28,0.0009223580969796077,0.0
2014-12-29,0.0009023068340017901,0.0
2014-12-30,0.0008822555710239725,0.0
2014-12-31,0.000862204308046155,1.9896666666666667
2015-01-01,0.0009023068340017901,0.0
2015-01-02,0.000862204308046155,0.0
2015-01-03,0.000862204308046155,0.0
2015-01-04,0.0008421530450683375,0.0
2015-01-05,0.0008221017820905199,0.0
2015-01-06,0.0008020505191127024,0.0
2015-01-07,0.0007819992561348848,0.0
2015-01-08,0.000862204308046155,2.7304999999999997
2015-01-09,0.0008221017820905199,0.0
2015-01-10,0.0008020505191127024,0.0
2015-01-11,0.0008020505191127024,0.0
2015-01-12,0.0008421530450683375,0.9313333333333333
2015-01-13,0.0008020505191127024,0.0
2015-01-14,0.0008020505191127024,0.0
2015-01-15,0.0007619479931570672,0.0
2015-01-16,0.0008020505191127024,0.0
2015-01-17,0.0008221017820905199,0.0
2015-01-18,0.0008221017820905199,0.0
2015-01-19,0.0008221017820905199,0.0
2015-01-20,0.0008421530450683375,0.0
2015-01-21,0.0008020505191127024,0.0
2015-01-22,0.0007619479931570672,0.0
2015-01-23,0.0007218454672014321,0.0
2015-01-24,0.0007218454672014321,0.0
2015-01-25,0.0007017942042236145,0.0
2015-01-26,0.0007017942042236145,0.0
2015-01-27,0.0007017942042236145,0.0
2015-01-28,0.0007017942042236145,0.0
2015-01-29,0.0007017942042236145,0.254
2015-01-30,0.006376301626945984,15.578666666666667
2015-01-31,0.017945880365146716,0.0
2015-02-01,0.01666259953456639,0.0
2015-02-02,0.014236396714250466,0.0
2015-02-03,0.012632295676025062,0.0
2015-02-04,0.011389117371400373,0.0
2015-02-05,0.00986522138508624,0.0
2015-02-06,0.008020505191127023,0.0
2015-02-07,0.006596865519701977,0.0
2015-02-08,0.005814866263567092,0.0
2015-02-09,0.005233379637210383,0.0
2015-02-10,0.004090457647474782,0.0
2015-02-11,0.004130560173430417,0.0
2015-02-12,0.0035691248100515253,0.0
2015-02-13,0.0032683558653842618,0.0
2015-02-14,0.003328509654317715,0.0
2015-02-15,0.003228253339428627,0.0
2015-02-16,0.0028873818688057284,0.0
2015-02-17,0.002646766713071918,0.0
2015-02-18,0.00246630534627156,0.0
2015-02-19,0.00246630534627156,0.0
2015-02-20,0.0023861002943602896,0.0
2015-02-21,0.0023058952424490193,0.0
2015-02-22,0.002185587664582114,0.0
2015-02-23,0.0021053826126708436,0.0
2015-02-24,0.002085331349693026,0.254
2015-02-25,0.0020051262977817557,0.0
2015-02-26,0.001904869982892668,0.0
2015-02-27,0.0018246649309813978,0.0
2015-02-28,0.0017845624050257627,0.0
2015-03-01,0.0017444598790701275,0.0
2015-03-02,0.0020051262977817557,4.233333333333333
2015-03-03,0.002325946505426837,1.8415
2015-03-04,0.001985075034803938,0.0
2015-03-05,0.0018447161939592154,0.0
2015-03-06,0.0018447161939592154,0.0
2015-03-07,0.0018848187199148505,0.0
2015-03-08,0.001904869982892668,0.0
2015-03-09,0.0018848187199148505,0.0
2015-03-10,0.0018246649309813978,0.0
2015-03-11,0.0017845624050257627,0.0
2015-03-12,0.0017845624050257627,0.0
2015-03-13,0.0017845624050257627,0.0
2015-03-14,0.001764511142047945,0.0
2015-03-15,0.001764511142047945,0.0
2015-03-16,0.0017043573531144926,0.0
2015-03-17,0.0016241523012032225,0.0
2015-03-18,0.0016642548271588575,3.683
2015-03-19,0.0018447161939592154,10.583333333333334
2015-03-20,0.001764511142047945,0.0
2015-03-21,0.0016642548271588575,0.0
2015-03-22,0.0016041010382254048,0.0
2015-03-23,0.0016241523012032225,0.0
2015-03-24,0.0016041010382254048,0.0
2015-03-25,0.0015840497752475872,0.0
2015-03-26,0.0015639985122697696,0.0
2015-03-27,0.001543947249291952,0.0
2015-03-28,0.0015238959863141345,0.0
2015-03-29,0.0014837934603584993,0.0
2015-03-30,0.0014436909344028642,0.0
2015-03-31,0.0014236396714250466,0.508
2015-04-01,0.0013835371454694113,0.0
2015-04-02,0.0013434346195137763,0.0
2015-04-03,0.0013434346195137763,0.0
2015-04-04,0.0013033320935581414,0.0
2015-04-05,0.0012632295676025063,0.0
2015-04-06,0.0012231270416468711,0.0
2015-04-07,0.001183024515691236,0.0
2015-04-08,0.0011629732527134184,0.0
2015-04-09,0.0011228707267577835,0.0
2015-04-10,0.0011028194637799657,0.0
2015-04-11,0.0010827682008021481,0.0
2015-04-12,0.001183024515691236,5.228166666666667
2015-04-13,0.0010827682008021481,0.0
2015-04-14,0.0010627169378243306,0.0
2015-04-15,0.0010226144118686954,0.0
2015-04-16,0.0010226144118686954,0.0
2015-04-17,0.0010025631488908779,0.0
2015-04-18,0.0009825118859130603,0.0
2015-04-19,0.0009624606229352428,0.0
2015-04-20,0.0009424093599574253,0.0
2015-04-21,0.0009223580969796077,0.0
2015-04-22,0.0009023068340017901,0.0
2015-04-23,0.0008822555710239725,0.0
2015-04-24,0.000862204308046155,0.0
2015-04-25,0.0008421530450683375,0.0
2015-04-26,0.0009023068340017901,2.3706666666666667
2015-04-27,0.0008421530450683375,0.0
2015-04-28,0.0008221017820905199,0.0
2015-04-29,0.0007819992561348848,0.0
2015-04-30,0.0007619479931570672,0.0
2015-05-01,0.0007418967301792497,0.0
2015-05-02,0.0007418967301792497,0.0
2015-05-03,0.0007418967301792497,0.0
2015-05-04,0.0007218454672014321,0.0
2015-05-05,0.0007218454672014321,0.0
2015-05-06,0.0007017942042236145,0.0
2015-05-07,0.0007017942042236145,0.0
2015-05-08,0.000681742941245797,0.0
2015-05-09,0.0006616916782679795,0.0
2015-05-10,0.0006616916782679795,0.0
2015-05-11,0.0006215891523123444,0.0
2015-05-12,0.0006215891523123444,0.0
2015-05-13,0.0006215891523123444,0.0
2015-05-14,0.0006015378893345268,0.0
2015-05-15,0.0006015378893345268,0.0
2015-05-16,0.0006015378893345268,0.0
2015-05-17,0.0005814866263567092,0.0
2015-05-18,0.0005614353633788917,0.0
2015-05-19,0.0005413841004010741,0.0
2015-05-20,0.0005413841004010741,0.0
2015-05-21,0.0005213328374232565,0.0
2015-05-22,0.0005213328374232565,0.0
2015-05-23,0.0005213328374232565,0.0
2015-05-24,0.0005213328374232565,0.3175
2015-05-25,0.0005012815744454389,0.0
2015-05-26,0.0004812303114676214,0.0
2015-05-27,0.0004812303114676214,0.0
2015-05-28,0.00046117904848980384,0.0
2015-05-29,0.0004411277855119863,0.0
2015-05-30,0.0004411277855119863,0.0
2015-05-31,0.00042107652253416876,0.0
2015-06-01,0.0004010252595563512,0.0
2015-06-02,0.0004010252595563512,0.0
2015-06-03,0.0003809739965785336,0.0
2015-06-04,0.0003809739965785336,0.254
2015-06-05,0.0004010252595563512,0.0
2015-06-06,0.0003809739965785336,0.0
2015-06-07,0.00036092273360071605,0.635
2015-06-08,0.00036092273360071605,1.4816666666666667
2015-06-09,0.00042107652253416876,0.254
2015-06-10,0.0003809739965785336,0.0
2015-06-11,0.00036092273360071605,0.0
2015-06-12,0.00032082020764508096,0.0
2015-06-13,0.0003007689446672634,0.0
2015-06-14,0.0002807176816894459,0.0
2015-06-15,0.00026066641871162825,0.0
2015-06-16,0.00026066641871162825,0.508
2015-06-17,0.00026066641871162825,0.0
2015-06-18,0.0002406151557338107,0.0
2015-06-19,0.00022056389275599314,0.0
2015-06-20,0.0002005126297781756,0.0
2015-06-21,0.00018046136680035802,0.0
2015-06-22,0.00016041010382254048,0.8043333333333335
2015-06-23,0.00016041010382254048,0.0
2015-06-24,0.0002005126297781756,20.997333333333334
2015-06-25,0.00022056389275599314,0.762
2015-06-26,0.0002005126297781756,1.0795000000000001
2015-06-27,0.0002005126297781756,1.397
2015-06-28,0.00018046136680035802,0.0
2015-06-29,0.00016041010382254048,0.0
2015-06-30,0.00018046136680035802,20.1295
2015-07-01,0.0002005126297781756,0.0
2015-07-02,0.00016041010382254048,0.0
2015-07-03,0.00014035884084472294,0.0
2015-07-04,0.00018046136680035802,5.334
2015-07-05,0.0003809739965785336,15.028333333333334
2015-07-06,0.00032082020764508096,5.3086
2015-07-07,0.0002807176816894459,0.0
2015-07-08,0.0002005126297781756,0.0
2015-07-09,0.00022056389275599314,0.8466666666666667
2015-07-10,0.00022056389275599314,0.0
2015-07-11,0.00022056389275599314,0.0
2015-07-12,0.00018046136680035802,3.6406666666666667
2015-07-13,0.00018046136680035802,0.3556
2015-07-14,0.0002406151557338107,1.6001999999999998
2015-07-15,0.0002406151557338107,0.0
2015-07-16,0.0002005126297781756,0.0
2015-07-17,0.00022056389275599314,0.0
2015-07-18,0.00036092273360071605,17.483666666666668
2015-07-19,0.0003408714706228985,2.3706666666666667
2015-07-20,0.00032082020764508096,11.345333333333334
2015-07-21,0.0002807176816894459,1.0583333333333333
2015-07-22,0.0003809739965785336,0.0
2015-07-23,0.0004411277855119863,0.8466666666666667
2015-07-24,0.00036092273360071605,0.0
2015-07-25,0.0002807176816894459,0.0
2015-07-26,0.0002406151557338107,0.0
2015-07-27,0.00022056389275599314,0.0
2015-07-28,0.0002406151557338107,0.0
2015-07-29,0.0003007689446672634,0.0
2015-07-30,0.0003007689446672634,0.0
2015-07-31,0.0003408714706228985,25.188333333333333
2015-08-01,0.0003809739965785336,1.651
2015-08-02,0.0003809739965785336,0.0
2015-08-03,0.0003809739965785336,0.0
2015-08-04,0.00036092273360071605,0.0
2015-08-05,0.00036092273360071605,1.524
2015-08-06,0.0003809739965785336,0.0
2015-08-07,0.0004010252595563512,0.0
2015-08-08,0.0011429219897356009,26.881666666666664
2015-08-09,0.0012832808305803238,3.217333333333333
2015-08-10,0.0012030757786690536,0.0
2015-08-11,0.0010025631488908779,3.577166666666667
2015-08-12,0.0012231270416468711,1.5663333333333334
2015-08-13,0.0008221017820905199,0.0
2015-08-14,0.000681742941245797,0.0
2015-08-15,0.000681742941245797,0.0
2015-08-16,0.0008020505191127024,3.704166666666666
2015-08-17,0.0008822555710239725,0.9313333333333333
2015-08-18,0.0009023068340017901,0.0
2015-08-19,0.0009424093599574253,0.0
2015-08-20,0.0014436909344028642,6.900333333333333
2015-08-21,0.0012632295676025063,0.0
2015-08-22,0.0012231270416468711,1.0795000000000001
2015-08-23,0.001183024515691236,0.0
2015-08-24,0.0012632295676025063,0.0
2015-08-25,0.001904869982892668,0.254
2015-08-26,0.0021053826126708436,0.0
2015-08-27,0.0020051262977817557,0.0
2015-08-28,0.0018046136680035802,0.254
2015-08-29,0.0016642548271588575,0.0
2015-08-30,0.0015639985122697696,0.0
2015-08-31,0.0016442035641810399,0.0
2015-09-01,0.0016442035641810399,0.0
2015-09-02,0.0019249212458704857,4.064
2015-09-03,0.002245741453515567,1.1853333333333333
2015-09-04,0.0024863566092493774,5.460999999999999
2015-09-05,0.002325946505426837,0.0
2015-09-06,0.0021655364016042963,1.27
2015-09-07,0.0020652800867152084,0.0
2015-09-08,0.0020652800867152084,0.0
2015-09-09,0.0019249212458704857,0.0
2015-09-10,0.001864767456937033,0.0
2015-09-11,0.0017444598790701275,0.508
2015-09-12,0.0016241523012032225,0.0
2015-09-13,0.0015639985122697696,0.0
2015-09-14,0.0014637421973806818,0.0
2015-09-15,0.001363485882491594,0.0
2015-09-16,0.0012832808305803238,0.0
2015-09-17,0.0012231270416468711,0.0
2015-09-18,0.0013835371454694113,20.193
2015-09-19,0.0013434346195137763,2.7178
2015-09-20,0.0012832808305803238,0.0
2015-09-21,0.004531585432986767,27.2415
2015-09-22,0.00904311960299572,0.0
2015-09-23,0.009744913807219334,0.0
2015-09-24,0.008642094343439368,0.0
2015-09-25,0.007037993305213962,0.0
2015-09-26,0.006175788997167808,0.0
2015-09-27,0.005574251107833281,0.0
2015-09-28,0.005072969533387843,0.0
2015-09-29,0.004671944273831491,0.0
2015-09-30,0.00419071396236387,0.0
2015-10-01,0.0037495861768518835,0.0
2015-10-02,0.003228253339428627,0.0
2015-10-03,0.0029274843947613635,0.0
2015-10-04,0.0026267154500941004,0.0
2015-10-05,0.002406151557338107,0.0
2015-10-06,0.002245741453515567,0.0
2015-10-07,0.0022858439794712017,0.8081818181818182
2015-10-08,0.002125433875648661,0.254
2015-10-09,0.001904869982892668,0.0
2015-10-10,0.00172440861609231,0.0
2015-10-11,0.0017444598790701275,0.0
2015-10-12,0.0016642548271588575,0.0
2015-10-13,0.001543947249291952,0.0
2015-10-14,0.0014837934603584993,0.0
2015-10-15,0.0014436909344028642,0.0
2015-10-16,0.0014637421973806818,7.471833333333333
2015-10-17,0.0017845624050257627,5.277555555555555
2015-10-18,0.001543947249291952,0.254
2015-10-19,0.0014236396714250466,0.0
2015-10-20,0.001403588408447229,6.858
2015-10-21,0.0014436909344028642,0.0
2015-10-22,0.0014236396714250466,0.0
2015-10-23,0.0014236396714250466,0.0
2015-10-24,0.001363485882491594,0.0
2015-10-25,0.0013434346195137763,0.0
2015-10-26,0.0013033320935581414,0.0
2015-10-27,0.0012431783046246887,0.0
2015-10-28,0.0012030757786690536,0.0
2015-10-29,0.0012231270416468711,0.254
2015-10-30,0.0012431783046246887,1.49225
2015-10-31,0.0011629732527134184,0.0
2015-11-01,0.0011228707267577835,0.0
2015-11-02,0.0010827682008021481,0.0
2015-11-03,0.0010627169378243306,0.0
2015-11-04,0.0010827682008021481,0.6032500000000001
2015-11-05,0.001042665674846513,0.0
2015-11-06,0.0010226144118686954,0.0
2015-11-07,0.0010025631488908779,0.0
2015-11-08,0.0009825118859130603,0.0
2015-11-09,0.0009424093599574253,0.0
2015-11-10,0.0009223580969796077,0.0
2015-11-11,0.0009424093599574253,0.0
2015-11-12,0.0009424093599574253,0.0
2015-11-13,0.0009223580969796077,0.0
2015-11-14,0.0009023068340017901,0.0
2015-11-15,0.0009825118859130603,0.254
2015-11-16,0.0011028194637799657,3.048
2015-11-17,0.0009624606229352428,0.0
2015-11-18,0.0009223580969796077,0.0
2015-11-19,0.0009023068340017901,0.0
2015-11-20,0.0008822555710239725,0.0
2015-11-21,0.0008822555710239725,0.0
2015-11-22,0.000862204308046155,0.0
2015-11-23,0.0008421530450683375,0.0
2015-11-24,0.0008221017820905199,0.0
2015-11-25,0.0007218454672014321,0.0
2015-11-26,0.0007619479931570672,0.8255
2015-11-27,0.0007218454672014321,0.0
2015-11-28,0.0007218454672014321,0.0
2015-11-29,0.0007017942042236145,0.0
2015-11-30,0.0007017942042236145,0.0
2015-12-01,0.0007017942042236145,0.0
2015-12-02,0.000681742941245797,0.0
2015-12-03,0.000681742941245797,0.0
2015-12-04,0.0006616916782679795,0.0
2015-12-05,0.0006616916782679795,0.0
2015-12-06,0.0006616916782679795,0.0
2015-12-07,0.0006616916782679795,0.0
2015-12-08,0.0006616916782679795,0.0
2015-12-09,0.0006616916782679795,0.0
2015-12-10,0.0006616916782679795,0.0
2015-12-11,0.0006616916782679795,6.985
2015-12-12,0.0008020505191127024,3.026833333333333
2015-12-13,0.0006416404152901619,0.0
2015-12-14,0.0006416404152901619,1.3546666666666667
2015-12-15,0.0005814866263567092,0.0
2015-12-16,0.0005614353633788917,0.0
2015-12-17,0.0005614353633788917,0.0
2015-12-18,0.0005413841004010741,0.0
2015-12-19,0.0005413841004010741,0.0
2015-12-20,0.0005213328374232565,0.0
2015-12-21,0.0005413841004010741,0.0
2015-12-22,0.0005413841004010741,0.0
2015-12-23,0.0005413841004010741,0.0
2015-12-24,0.0005213328374232565,0.0
2015-12-25,0.0005213328374232565,0.0
2015-12-26,0.0005213328374232565,0.0
2015-12-27,0.0005213328374232565,0.0
2015-12-28,0.0005213328374232565,0.0
2015-12-29,0.0005213328374232565,0.0
2015-12-30,0.0005012815744454389,0.0
2015-12-31,0.0005012815744454389,0.0
2016-01-01,0.0004812303114676214,0.0
2016-01-02,0.0004812303114676214,0.0
2016-01-03,0.0004812303114676214,0.0
2016-01-04,0.000681742941245797,8.149166666666666
2016-01-05,0.0006616916782679795,0.0
2016-01-06,0.0005814866263567092,0.0
2016-01-07,0.0008822555710239725,8.868833333333333
2016-01-08,0.000681742941245797,0.42333333333333334
2016-01-09,0.0006616916782679795,0.0
2016-01-10,0.000681742941245797,0.0
2016-01-11,0.0007218454672014321,0.0
2016-01-12,0.0007017942042236145,0.0
2016-01-13,0.0006416404152901619,0.0
2016-01-14,0.0006215891523123444,0.0
2016-01-15,0.0007017942042236145,0.0
2016-01-16,0.0007418967301792497,0.0
2016-01-17,0.0007218454672014321,0.0
2016-01-18,0.0007418967301792497,0.0
2016-01-19,0.0007418967301792497,0.0
2016-01-20,0.0007218454672014321,0.0
2016-01-21,0.0007218454672014321,0.0
2016-01-22,0.0007418967301792497,0.0
2016-01-23,0.0007819992561348848,0.0
2016-01-24,0.0008020505191127024,0.0
2016-01-25,0.0008421530450683375,0.0
2016-01-26,0.0008020505191127024,0.0
2016-01-27,0.0007619479931570672,0.0
2016-01-28,0.0007819992561348848,0.0
2016-01-29,0.0007819992561348848,0.0
2016-01-30,0.0007418967301792497,0.0
2016-01-31,0.0007218454672014321,0.0
2016-02-01,0.0010025631488908779,3.574142857142857
2016-02-02,0.0009223580969796077,0.0
2016-02-03,0.0009023068340017901,0.0
2016-02-04,0.0009023068340017901,0.0
2016-02-05,0.0009023068340017901,0.0
2016-02-06,0.0009023068340017901,0.0
2016-02-07,0.0009223580969796077,0.0
2016-02-08,0.0009223580969796077,0.0
2016-02-09,0.0009424093599574253,0.0
2016-02-10,0.0009023068340017901,0.0
2016-02-11,0.0008822555710239725,0.0
2016-02-12,0.0008822555710239725,0.0
2016-02-13,0.0008822555710239725,0.0
2016-02-14,0.0008822555710239725,0.0
2016-02-15,0.0008822555710239725,0.0
2016-02-16,0.0008822555710239725,0.0
2016-02-17,0.0008822555710239725,0.0
2016-02-18,0.0008822555710239725,0.0
2016-02-19,0.0009023068340017901,0.0
2016-02-20,0.0009023068340017901,0.0
2016-02-21,0.0009223580969796077,0.0
2016-02-22,0.0009223580969796077,0.0
2016-02-23,0.0009223580969796077,0.0
2016-02-24,0.0009624606229352428,0.0
2016-02-25,0.0009624606229352428,0.0
2016-02-26,0.0009825118859130603,0.0
2016-02-27,0.0009825118859130603,0.0
2016-02-28,0.0010025631488908779,0.0
2016-02-29,0.0009825118859130603,0.0
2016-03-01,0.0009825118859130603,0.0
2016-03-02,0.0009624606229352428,0.0
2016-03-03,0.0009424093599574253,0.0
2016-03-04,0.0009023068340017901,0.0
2016-03-05,0.0008822555710239725,0.0
2016-03-06,0.0008822555710239725,0.0
2016-03-07,0.0008822555710239725,0.0
2016-03-08,0.0009825118859130603,1.42875
2016-03-09,0.0009023068340017901,0.0
2016-03-10,0.0008421530450683375,0.0
2016-03-11,0.0008221017820905199,0.0
2016-03-12,0.0008020505191127024,0.0
2016-03-13,0.0008020505191127024,0.0
2016-03-14,0.0007819992561348848,0.0
2016-03-15,0.0007819992561348848,0.0
2016-03-16,0.0007819992561348848,0.0
2016-03-17,0.0007619479931570672,0.0
2016-03-18,0.0007619479931570672,0.0
2016-03-19,0.0007418967301792497,0.0
2016-03-20,0.000681742941245797,0.0
2016-03-21,0.000681742941245797,0.0
2016-03-22,0.0006616916782679795,0.0
2016-03-23,0.0006616916782679795,0.0
2016-03-24,0.0006616916782679795,0.0
2016-03-25,0.0006416404152901619,0.0
2016-03-26,0.0006215891523123444,0.0
2016-03-27,0.0006215891523123444,0.0
2016-03-28,0.0006215891523123444,0.0
2016-03-29,0.0006015378893345268,0.0
2016-03-30,0.0006015378893345268,0.0
2016-03-31,0.0006215891523123444,0.0
2016-04-01,0.0006015378893345268,0.0
2016-04-02,0.0005814866263567092,0.0
2016-04-03,0.0005814866263567092,0.0
2016-04-04,0.0005614353633788917,0.0
2016-04-05,0.0005413841004010741,0.0
2016-04-06,0.0005413841004010741,0.0
2016-04-07,0.0005413841004010741,0.0
2016-04-08,0.0005614353633788917,0.0
2016-04-09,0.0005413841004010741,0.0
2016-04-10,0.0005614353633788917,0.381
2016-04-11,0.0005413841004010741,0.0
2016-04-12,0.0005413841004010741,1.1006666666666667
2016-04-13,0.0005213328374232565,0.0
2016-04-14,0.0005012815744454389,0.0
2016-04-15,0.0004812303114676214,0.0
2016-04-16,0.0004812303114676214,0.0
2016-04-17,0.0004812303114676214,0.0
2016-04-18,0.00046117904848980384,0.0
2016-04-19,0.00046117904848980384,0.0
2016-04-20,0.0004411277855119863,0.0
2016-04-21,0.00042107652253416876,0.0
2016-04-22,0.0004010252595563512,0.0
2016-04-23,0.0004010252595563512,0.0
2016-04-24,0.0004010252595563512,0.0
2016-04-25,0.0004010252595563512,0.0
2016-04-26,0.0004010252595563512,0.0
2016-04-27,0.0003809739965785336,0.0
2016-04-28,0.00036092273360071605,0.0
2016-04-29,0.00036092273360071605,0.0
2016-04-30,0.00036092273360071605,0.0
2016-05-01,0.00036092273360071605,0.0
2016-05-02,0.0003408714706228985,0.0
2016-05-03,0.00032082020764508096,0.0
2016-05-04,0.0003007689446672634,0.0
2016-05-05,0.0003007689446672634,0.0
2016-05-06,0.0003007689446672634,0.0
2016-05-07,0.0003007689446672634,0.0
2016-05-08,0.0003007689446672634,0.0
2016-05-09,0.0002807176816894459,0.0
2016-05-10,0.0002807176816894459,0.0
2016-05-11,0.00026066641871162825,0.0
2016-05-12,0.00022056389275599314,0.0
